"site","LON","LAT","YEAR","MO","DY","HR","T2M","T2MDEW","PRECTOTCORR","ALLSKY_SFC_SW_DWN","WS10M"
"US-Moz",-92.2,38.7441,2001,1,3,0,-9.77159729003904,-12.9655059814453,0.023573637008667,2801.32111111111,2.24303663082196
"US-Moz",-92.2,38.7441,2001,1,3,1,-10.8466400146484,-13.8924926757812,0,0,2.34392292695518
"US-Moz",-92.2,38.7441,2001,1,3,2,-11.8839324951172,-14.6952880859375,0,0,2.46202404175203
"US-Moz",-92.2,38.7441,2001,1,3,3,-12.5277160644531,-15.1086944580078,0,0,2.35374657223827
"US-Moz",-92.2,38.7441,2001,1,3,4,-12.8741668701172,-15.2673858642578,0,0,2.2770818488095
"US-Moz",-92.2,38.7441,2001,1,3,5,-13.1586669921875,-15.4037384033203,0,0,2.28356255484684
"US-Moz",-92.2,38.7441,2001,1,3,6,-13.3325866699219,-15.4797119140625,0,0,2.16604748848446
"US-Moz",-92.2,38.7441,2001,1,3,7,-12.593618774414,-14.5358184814453,0,0,2.14459737313871
"US-Moz",-92.2,38.7441,2001,1,3,8,-12.5786499023437,-14.4539398193359,0,0,2.22492763397621
"US-Moz",-92.2,38.7441,2001,1,3,9,-12.3198760986328,-14.1316131591797,0.000834465026855469,0,2.23910564119764
"US-Moz",-92.2,38.7441,2001,1,3,10,-11.7677825927734,-13.4728302001953,0.00165402889251709,0,2.28295550840859
"US-Moz",-92.2,38.7441,2001,1,3,11,-10.9663299560547,-12.611196899414,0.00260770320892334,0,2.27003885091912
"US-Moz",-92.2,38.7441,2001,1,3,12,-9.7506164550781,-11.6450714111328,0.0044405460357666,0,2.20652710322648
"US-Moz",-92.2,38.7441,2001,1,3,13,-8.89716186523435,-10.8701080322265,0.00596046447753906,0,2.16078565820909
"US-Moz",-92.2,38.7441,2001,1,3,14,-8.24495544433591,-10.2388366699219,0.00724196434020996,5.97722222222222,2.15022558025007
"US-Moz",-92.2,38.7441,2001,1,3,15,-7.11186828613279,-9.52882995605466,0.00804662704467773,76.7311111111111,2.04215100099307
"US-Moz",-92.2,38.7441,2001,1,3,16,-5.42377319335935,-8.5583557128906,0.00848174084921993,251.428888888889,2.34807283150938
"US-Moz",-92.2,38.7441,2001,1,3,17,-3.26698913574216,-7.2905334472656,0.00848174084921993,565.94,2.35751919375972
"US-Moz",-92.2,38.7441,2001,1,3,18,-1.43060913085935,-6.10260620117185,0.00848174084921993,948.332222222222,2.32037450332056
"US-Moz",-92.2,38.7441,2001,1,3,19,-0.0918334960937273,-5.07955017089841,0.00848174084921993,1313.56888888889,2.48074577765325
"US-Moz",-92.2,38.7441,2001,1,3,20,0.998147583007835,-4.30722656249998,0.00848174084921993,1667.42888888889,2.48905703335969
"US-Moz",-92.2,38.7441,2001,1,3,21,1.51700744628909,-3.74741210937498,0.00848174084921993,1941.67111111111,2.37990379763422
"US-Moz",-92.2,38.7441,2001,1,3,22,1.07891235351565,-3.0920471191406,0.00848174084921993,2087.54222222222,1.96327205016889
"US-Moz",-92.2,38.7441,2001,1,3,23,-0.343237304687477,-2.95477905273435,0.00848174084921993,2131.10777777778,2.09650343135362
"US-Moz",-92.2,38.7441,2001,1,4,0,-1.44428100585935,-3.01430358886716,0.00848174084921993,2131.10777777778,2.18461964878355
"US-Moz",-92.2,38.7441,2001,1,4,1,-2.20400085449216,-3.51798095703123,0,0,2.15619854154954
"US-Moz",-92.2,38.7441,2001,1,4,2,-2.92206420898435,-4.24706115722654,0,0,2.07013035046027
"US-Moz",-92.2,38.7441,2001,1,4,3,-3.5626281738281,-4.97768249511716,0,0,2.1440774327209
"US-Moz",-92.2,38.7441,2001,1,4,4,-4.2926086425781,-5.65164794921873,0,0,2.20757293313655
"US-Moz",-92.2,38.7441,2001,1,4,5,-5.04060974121091,-6.30455627441404,0,0,2.18406615114026
"US-Moz",-92.2,38.7441,2001,1,4,6,-5.8581604003906,-7.00289001464841,0,0,2.17242370578134
"US-Moz",-92.2,38.7441,2001,1,4,7,-6.37444152832029,-7.49442138671873,0,0,2.11456301772228
"US-Moz",-92.2,38.7441,2001,1,4,8,-7.23015441894529,-8.2895568847656,0,0,2.11449414931541
"US-Moz",-92.2,38.7441,2001,1,4,9,-8.00995483398435,-9.08611145019529,0,0,2.10246802671387
"US-Moz",-92.2,38.7441,2001,1,4,10,-8.55620422363279,-9.71137084960935,0,0,1.9743479878538
"US-Moz",-92.2,38.7441,2001,1,4,11,-9.11302795410154,-10.3252166748047,0,0,1.79810974903644
"US-Moz",-92.2,38.7441,2001,1,4,12,-9.78044738769529,-10.9641784667969,1.49011611938477e-05,0,1.88050009724033
"US-Moz",-92.2,38.7441,2001,1,4,13,-10.4762176513672,-11.6964935302734,1.49011611938477e-05,0,1.83647275899842
"US-Moz",-92.2,38.7441,2001,1,4,14,-10.7367156982422,-12.0106719970703,1.49011611938477e-05,10.405,1.62189928121447
"US-Moz",-92.2,38.7441,2001,1,4,15,-9.33559265136716,-11.0543426513672,1.49011611938477e-05,138.277777777778,0.828903386438486
"US-Moz",-92.2,38.7441,2001,1,4,16,-5.7858947753906,-8.54324951171873,1.49011611938477e-05,422.244444444444,0.842122269650575
"US-Moz",-92.2,38.7441,2001,1,4,17,-1.57176818847654,-5.99034729003904,2.98023223876953e-05,826.748888888889,1.09750874383486
"US-Moz",-92.2,38.7441,2001,1,4,18,1.00031433105471,-4.35812988281248,2.98023223876953e-05,1306.58,1.49350512537578
"US-Moz",-92.2,38.7441,2001,1,4,19,3.32190856933596,-3.29657592773435,2.98023223876953e-05,1801.06444444444,2.02640994957535
"US-Moz",-92.2,38.7441,2001,1,4,20,4.61069641113284,-2.76444091796873,2.98023223876953e-05,2246.85,2.27268316645811
"US-Moz",-92.2,38.7441,2001,1,4,21,5.00293884277346,-2.10175170898435,2.98023223876953e-05,2588.65555555556,2.31677283483971
"US-Moz",-92.2,38.7441,2001,1,4,22,4.2028747558594,-1.61842956542966,2.98023223876953e-05,2785.53777777778,2.43942299702826
"US-Moz",-92.2,38.7441,2001,1,4,23,3.00115356445315,-1.66034545898435,2.98023223876953e-05,2831.06555555556,2.71693549131615
"US-Moz",-92.2,38.7441,2001,1,5,0,2.73322448730471,-1.72237243652341,2.98023223876953e-05,2831.06555555556,2.94804171606424
"US-Moz",-92.2,38.7441,2001,1,5,1,3.0933776855469,-1.59425964355466,0,0,2.94827308418262
"US-Moz",-92.2,38.7441,2001,1,5,2,3.25254211425784,-1.27812805175779,0,0,3.28363598300879
"US-Moz",-92.2,38.7441,2001,1,5,3,3.5765319824219,-0.839514160156227,0,0,3.59307735710522
"US-Moz",-92.2,38.7441,2001,1,5,4,3.01143798828127,-0.566183471679665,0,0,3.6612102992445
"US-Moz",-92.2,38.7441,2001,1,5,5,2.51429138183596,-0.352438354492165,0,0,3.47652352547632
"US-Moz",-92.2,38.7441,2001,1,5,6,2.1151062011719,-0.215338134765602,0,0,3.34782823975726
"US-Moz",-92.2,38.7441,2001,1,5,7,1.8017517089844,-0.185278320312477,0.000435113804542198,0,3.03172615470925
"US-Moz",-92.2,38.7441,2001,1,5,8,1.38344726562502,-0.234014892578102,0.000855326561577385,0,2.94195767567072
"US-Moz",-92.2,38.7441,2001,1,5,9,1.10898742675784,-0.351568603515602,0.000855326561577385,0,3.01096311866022
"US-Moz",-92.2,38.7441,2001,1,5,10,0.840325927734398,-0.562399291992165,0.000855326561577385,0,3.03131457967072
"US-Moz",-92.2,38.7441,2001,1,5,11,0.513711547851585,-0.848471069335915,0.00129044053664984,0,2.99953631084109
"US-Moz",-92.2,38.7441,2001,1,5,12,0.201455688476585,-1.1212219238281,0.00129342078025729,0,2.96742802582329
"US-Moz",-92.2,38.7441,2001,1,5,13,-0.0874999999999773,-1.34194030761716,0.00128149980582748,0,2.96531511679137
"US-Moz",-92.2,38.7441,2001,1,5,14,-0.0883087158202898,-1.56625976562498,0.00128149980582748,11.1477777777778,3.0743268371186
"US-Moz",-92.2,38.7441,2001,1,5,15,1.15747985839846,-1.45995178222654,0.00128149980582748,144.782222222222,3.00539127587306
"US-Moz",-92.2,38.7441,2001,1,5,16,2.53180847167971,-1.24953308105466,0.00128149980582748,437.645555555556,3.14858670261038
"US-Moz",-92.2,38.7441,2001,1,5,17,3.51839599609377,-1.42931213378904,0.00128149980582748,857.533333333333,3.69678442416891
"US-Moz",-92.2,38.7441,2001,1,5,18,4.1547790527344,-1.68721618652341,0.00128149980582748,1352.11,3.93953687066845
"US-Moz",-92.2,38.7441,2001,1,5,19,4.47870788574221,-2.03475036621091,0.00128149980582748,1860.97555555556,3.97367711970863
"US-Moz",-92.2,38.7441,2001,1,5,20,4.53339538574221,-2.18399658203123,0.00128149980582748,2322.28666666667,3.85684205450521
"US-Moz",-92.2,38.7441,2001,1,5,21,4.22579345703127,-2.0111145019531,0.00128149980582748,2679.14444444444,3.45040488765895
"US-Moz",-92.2,38.7441,2001,1,5,22,3.3155456542969,-1.9707092285156,0.00128149980582748,2888.89777777778,3.25286351535611
"US-Moz",-92.2,38.7441,2001,1,5,23,1.70400390625002,-2.22836914062498,0.00128149980582748,2943.95777777778,2.95592172248695
"US-Moz",-92.2,38.7441,2001,1,6,0,0.478875732421898,-2.36568298339841,0.00128149980582748,2943.95777777778,2.63336187673773
"US-Moz",-92.2,38.7441,2001,1,6,1,-0.564886474609352,-2.44627990722654,0,0,2.33321022209199
"US-Moz",-92.2,38.7441,2001,1,6,2,-1.38573303222654,-2.85210266113279,0,0,2.15452686465999
"US-Moz",-92.2,38.7441,2001,1,6,3,-1.86643066406248,-3.55451049804685,0,0,2.0273402685266
"US-Moz",-92.2,38.7441,2001,1,6,4,-2.15854492187498,-4.08847656249998,0,0,1.97452243791362
"US-Moz",-92.2,38.7441,2001,1,6,5,-2.49947204589841,-4.45572509765623,0,0,1.77577238536071
"US-Moz",-92.2,38.7441,2001,1,6,6,-3.63799133300779,-5.22775878906248,0,0,1.42986926859633
"US-Moz",-92.2,38.7441,2001,1,6,7,-4.4022277832031,-6.08518066406248,0,0,1.37442954759614
"US-Moz",-92.2,38.7441,2001,1,6,8,-5.70133056640623,-7.28233947753904,0,0,1.67329035352683
"US-Moz",-92.2,38.7441,2001,1,6,9,-6.0854553222656,-7.69183959960935,0,0,1.7266062819558
"US-Moz",-92.2,38.7441,2001,1,6,10,-6.72063293457029,-8.30406799316404,0,0,1.98643443111254
"US-Moz",-92.2,38.7441,2001,1,6,11,-6.6207336425781,-8.29733886718748,0,0,2.25612764440562
"US-Moz",-92.2,38.7441,2001,1,6,12,-6.00156249999998,-7.98459472656248,0,0,2.40244678386851
"US-Moz",-92.2,38.7441,2001,1,6,13,-5.27345886230466,-7.51300659179685,0,0,2.51678665362729
"US-Moz",-92.2,38.7441,2001,1,6,14,-4.35909118652341,-6.8935607910156,0,10.7872222222222,2.49956761514895
"US-Moz",-92.2,38.7441,2001,1,6,15,-2.04935302734373,-5.07382812499998,0,140.55,2.18738395370334
"US-Moz",-92.2,38.7441,2001,1,6,16,2.81780395507815,-1.92191162109373,0,425.966666666667,2.35213920937033
"US-Moz",-92.2,38.7441,2001,1,6,17,5.88701782226565,-0.388815307617165,0,835.56,2.84624052847924
"US-Moz",-92.2,38.7441,2001,1,6,18,7.1214538574219,0.17798767089846,0,1318.02111111111,3.04837087596794
"US-Moz",-92.2,38.7441,2001,1,6,19,8.9200378417969,0.698388671875023,0,1813.75888888889,3.08367482193679
"US-Moz",-92.2,38.7441,2001,1,6,20,9.9631286621094,0.877954101562523,0,2263.47333333333,2.79126484871365
"US-Moz",-92.2,38.7441,2001,1,6,21,9.71016845703127,1.46163330078127,0,2610.95555555556,2.36772013214804
"US-Moz",-92.2,38.7441,2001,1,6,22,8.26973876953127,1.73667297363284,0,2817.32666666667,2.18824834040025
"US-Moz",-92.2,38.7441,2001,1,6,23,6.01444396972659,1.19846496582034,0,2871.85555555556,2.38561151863395
"US-Moz",-92.2,38.7441,2001,1,7,0,4.10645446777346,0.729333496093773,0,2871.85555555556,2.14650904987946
"US-Moz",-92.2,38.7441,2001,1,7,1,2.8624206542969,0.28534851074221,0,0,2.01878546499188
"US-Moz",-92.2,38.7441,2001,1,7,2,1.64252624511721,-0.239950561523415,0,0,2.02260478777707
"US-Moz",-92.2,38.7441,2001,1,7,3,0.521264648437523,-0.73113098144529,0,0,1.88436816686863
"US-Moz",-92.2,38.7441,2001,1,7,4,-0.0708526611327898,-0.986212158203102,0,0,1.75513349962466
"US-Moz",-92.2,38.7441,2001,1,7,5,-0.453955078124977,-1.15419616699216,0,0,1.76482132287507
"US-Moz",-92.2,38.7441,2001,1,7,6,-0.638876342773415,-1.22832336425779,0,0,1.85259401710454
"US-Moz",-92.2,38.7441,2001,1,7,7,0.0676971435547102,-1.26816406249998,0,0,2.11060180448066
"US-Moz",-92.2,38.7441,2001,1,7,8,-0.27342834472654,-1.65874328613279,0,0,2.12045466124833
"US-Moz",-92.2,38.7441,2001,1,7,9,-0.69231262207029,-2.14798583984373,0,0,2.29442931920888
"US-Moz",-92.2,38.7441,2001,1,7,10,-1.11980285644529,-2.64481201171873,0,0,2.41049641424012
"US-Moz",-92.2,38.7441,2001,1,7,11,-1.4885314941406,-2.9648498535156,0.000859796898566856,0,2.36886505512814
"US-Moz",-92.2,38.7441,2001,1,7,12,-1.79140319824216,-3.19351806640623,0.000859796898566856,0,2.33504689469023
"US-Moz",-92.2,38.7441,2001,1,7,13,-2.01029052734373,-3.32909240722654,0.000859796898566856,0,2.3113720016387
"US-Moz",-92.2,38.7441,2001,1,7,14,-2.0849670410156,-3.30986633300779,0.00172284143218349,10.6088888888889,2.2738750103248
"US-Moz",-92.2,38.7441,2001,1,7,15,-0.571432495117165,-2.46822204589841,0.00171959396766397,138.591111111111,1.98034038664975
"US-Moz",-92.2,38.7441,2001,1,7,16,1.46352539062502,-1.67365112304685,0.00257492064292819,418.54,2.3801110393592
"US-Moz",-92.2,38.7441,2001,1,7,17,2.61252746582034,-1.02977600097654,0.00257869288589063,817.618888888889,2.45438515668339
"US-Moz",-92.2,38.7441,2001,1,7,18,3.49981079101565,-1.55472412109373,0.00257869288589063,1288.25,3.28733674199853
"US-Moz",-92.2,38.7441,2001,1,7,19,4.39496765136721,-1.6198791503906,0.00257869288589063,1785.95444444444,3.51947926818049
"US-Moz",-92.2,38.7441,2001,1,7,20,4.34964904785159,-1.90926208496091,0.00257869288589063,2206.23666666667,3.37430526426548
"US-Moz",-92.2,38.7441,2001,1,7,21,3.90484008789065,-2.06297912597654,0.00335355326797071,2450.25,3.47693103557437
"US-Moz",-92.2,38.7441,2001,1,7,22,3.17371520996096,-1.69953002929685,0.00334829087478283,2556.50222222222,2.98785620086498
"US-Moz",-92.2,38.7441,2001,1,7,23,2.29035339355471,-1.75725402832029,0.00334829087478283,2581.24222222222,2.82829975163244
"US-Moz",-92.2,38.7441,2001,1,8,0,1.4337097167969,-1.94673767089841,0.0034004449389613,2581.24222222222,2.76103225594418
"US-Moz",-92.2,38.7441,2001,1,8,1,0.653604125976585,-2.19008483886716,0.00153668224811554,0,2.68644344847923
"US-Moz",-92.2,38.7441,2001,1,8,2,0.00173339843752274,-2.56381835937498,0.0043138861656189,0,2.66873658505458
"US-Moz",-92.2,38.7441,2001,1,8,3,-0.70274963378904,-3.30910339355466,0.00718235969543457,0,2.79689422476278
"US-Moz",-92.2,38.7441,2001,1,8,4,-1.4729064941406,-4.46835937499998,0.00947713851928711,0,2.79561974922436
"US-Moz",-92.2,38.7441,2001,1,8,5,-2.28764953613279,-5.7326721191406,0.0110343098640442,0,2.72177007572643
"US-Moz",-92.2,38.7441,2001,1,8,6,-3.00896301269529,-6.65549316406248,0.0116154551506042,0,2.5006468145232
"US-Moz",-92.2,38.7441,2001,1,8,7,-3.34190979003904,-6.87973632812498,0.0128969550132751,0,2.49795992028281
"US-Moz",-92.2,38.7441,2001,1,8,8,-3.75218811035154,-7.32547607421873,0.0139772891998291,0,2.34415526844977
"US-Moz",-92.2,38.7441,2001,1,8,9,-4.05135192871091,-7.70249023437498,0.0143051147460938,0,2.50360436026502
"US-Moz",-92.2,38.7441,2001,1,8,10,-4.34758605957029,-7.9786437988281,0.0150203704833984,0,2.55261418882181
"US-Moz",-92.2,38.7441,2001,1,8,11,-4.49709167480466,-8.21503295898435,0.0152811408042908,0,2.48660395053832
"US-Moz",-92.2,38.7441,2001,1,8,12,-4.6641906738281,-8.38139953613279,0.0155195593833923,0,2.35269081751351
"US-Moz",-92.2,38.7441,2001,1,8,13,-4.77443542480466,-8.4991516113281,0.0161528587341309,0,2.31063169412766
"US-Moz",-92.2,38.7441,2001,1,8,14,-4.87308349609373,-8.60227050781248,0.0168532133102417,7.07611111111111,2.26970828879228
"US-Moz",-92.2,38.7441,2001,1,8,15,-4.58731689453123,-8.54143371582029,0.0198334455490112,64.9983333333333,2.23632220075897
"US-Moz",-92.2,38.7441,2001,1,8,16,-3.72354736328123,-8.22695007324216,0.023573637008667,232.218333333333,2.28419035978992
"US-Moz",-92.2,38.7441,2001,1,8,17,-2.98769226074216,-7.91995849609373,0.0288188457489014,433.064444444444,2.34007545053979
"US-Moz",-92.2,38.7441,2001,1,8,18,-2.21965637207029,-7.63130798339841,0.0320225954055786,700.801111111111,2.39554160884844
"US-Moz",-92.2,38.7441,2001,1,8,19,-1.08270874023435,-6.96091308593748,0.0327527523040771,1080.33222222222,2.53848767825534
"US-Moz",-92.2,38.7441,2001,1,8,20,-0.566473388671852,-6.90143432617185,0.0345855951309204,1442.05,2.76301187787075
"US-Moz",-92.2,38.7441,2001,1,8,21,-0.621359252929665,-7.26759948730466,0.0394582748413086,1657.36111111111,2.88763745231895
"US-Moz",-92.2,38.7441,2001,1,8,22,-0.94835510253904,-7.24259033203123,0.0475049018859863,1752.87,2.67016042371487
"US-Moz",-92.2,38.7441,2001,1,8,23,-1.9169982910156,-6.88840332031248,0.0631809234619141,1793.94222222222,2.05931828479805
"US-Moz",-92.2,38.7441,2001,1,9,0,-2.39642944335935,-6.87129821777341,0.0759661197662354,1793.94222222222,2.13526013516482
"US-Moz",-92.2,38.7441,2001,1,9,1,-2.82140197753904,-6.95670166015623,0.00621844083070755,0,2.19683927447443
"US-Moz",-92.2,38.7441,2001,1,9,2,-3.42304077148435,-7.24228515624998,0.00711902976036072,0,2.09212870370384
"US-Moz",-92.2,38.7441,2001,1,9,3,-3.94548645019529,-7.80081787109373,0.00711902976036072,0,2.07013117473092
"US-Moz",-92.2,38.7441,2001,1,9,4,-4.47572937011716,-8.2679504394531,0.00711902976036072,0,2.04282479597962
"US-Moz",-92.2,38.7441,2001,1,9,5,-5.09364929199216,-8.65936889648435,0.00711902976036072,0,1.90947545609333
"US-Moz",-92.2,38.7441,2001,1,9,6,-5.49788513183591,-9.27170410156248,0.00731274485588074,0,2.20856041339482
"US-Moz",-92.2,38.7441,2001,1,9,7,-5.82797851562498,-9.28485717773435,0.0073164701461792,0,1.81579159547893
"US-Moz",-92.2,38.7441,2001,1,9,8,-6.84395446777341,-10.2209075927734,0.0073164701461792,0,1.73289062029769
"US-Moz",-92.2,38.7441,2001,1,9,9,-8.3317932128906,-11.4919342041015,0.00817477702597103,0,1.58811190119198
"US-Moz",-92.2,38.7441,2001,1,9,10,-8.95213928222654,-12.2522338867187,0.00817477702597103,0,1.43415287015376
"US-Moz",-92.2,38.7441,2001,1,9,11,-6.03351440429685,-10.7747863769531,0.00828653573492488,0,1.11996188335693
"US-Moz",-92.2,38.7441,2001,1,9,12,-5.9725402832031,-10.8317016601562,0.00828653573492488,0,0.706824059676199
"US-Moz",-92.2,38.7441,2001,1,9,13,-6.04695739746091,-10.8835662841797,0.00871568914817544,0,0.473337696096594
"US-Moz",-92.2,38.7441,2001,1,9,14,-6.16623535156248,-10.8745635986328,0.00870823856757852,10.5066666666667,0.389491081101191
"US-Moz",-92.2,38.7441,2001,1,9,15,-5.63333740234373,-10.630484008789,0.00870823856757852,136.518888888889,0.423629780957486
"US-Moz",-92.2,38.7441,2001,1,9,16,-5.79973449707029,-9.47380676269529,0.00870823856757852,425.903333333333,0.681790621050782
"US-Moz",-92.2,38.7441,2001,1,9,17,-2.25607910156248,-8.77379455566404,0.00957723744932082,853.697777777778,0.827759295925969
"US-Moz",-92.2,38.7441,2001,1,9,18,-0.819235229492165,-8.48445739746091,0.00958021769292827,1356.75444444444,0.770333454134405
"US-Moz",-92.2,38.7441,2001,1,9,19,0.482751464843773,-7.69109191894529,0.00957116918698375,1876.39222222222,1.03119224701354
"US-Moz",-92.2,38.7441,2001,1,9,20,1.08912048339846,-7.13690795898435,0.00957116918698375,2350.92333333333,1.25752988661502
"US-Moz",-92.2,38.7441,2001,1,9,21,1.34189758300784,-6.97452392578123,0.00957116918698375,2723.26888888889,1.36897962695971
"US-Moz",-92.2,38.7441,2001,1,9,22,0.588677978515648,-5.71112670898435,0.00957116918698375,2948.9,1.12686118346733
"US-Moz",-92.2,38.7441,2001,1,9,23,-0.763830566406227,-6.91454162597654,0.00957116918698375,3014.46444444444,2.10423245102574
"US-Moz",-92.2,38.7441,2001,1,10,0,-2.50383605957029,-7.65598144531248,0.00957116918698375,3014.46444444444,2.05047277239732
"US-Moz",-92.2,38.7441,2001,1,10,1,-3.22226562499998,-8.23581542968748,0,0,1.91490567346587
